1.8992,3.0482,2.7247,1
1.2115,3.2023,2.5790,1
2.5313,2.7489,3.2717,1
3.6444,2.4310,3.5798,1
1.4745,3.5052,2.7156,1
1.7310,1.6738,2.6197,1
2.6546,1.9489,3.5024,1
2.3518,2.1050,2.8799,1
2.1165,4.1819,3.7967,1
0.9325,2.0647,2.0443,1
1.5048,2.5802,1.6171,1
1.6002,3.7372,2.9598,1
1.4253,2.6949,4.5917,1
3.0613,1.6371,4.8548,1
3.5544,2.1099,3.3767,1
2.5362,1.8113,2.7326,1
2.7014,2.2570,2.3470,1
3.9379,2.8075,3.6686,1
3.6963,1.8898,2.2292,1
2.1615,2.6936,3.3357,1
2.6625,4.3021,4.8611,1
2.8959,1.3851,2.8022,1
1.7168,3.2395,3.0589,1
1.8219,2.2020,3.7052,1
1.3306,1.9669,3.0605,1
1.6248,2.3331,2.4633,1
0.1687,1.5178,4.1218,1
0.7639,2.5913,3.3321,1
1.6037,1.3472,2.0128,1
0.9696,3.1674,2.1822,1
1.6199,4.5861,3.2713,1
2.4720,2.8750,0.8349,1
1.1985,3.0309,2.8117,1
3.7355,2.6018,4.7248,1
0.7257,2.3678,2.5200,1
2.3937,2.3645,2.4879,1
2.3353,2.4948,2.5975,1
3.1342,2.5948,1.5161,1
0.2653,3.0147,3.4814,1
3.3808,3.8383,1.4345,1
1.3820,0.0737,0.1961,2
1.5924,1.2919,-0.1859,2
0.4682,0.6112,0.3820,2
1.5295,-0.6533,-0.8481,2
0.3793,-0.5389,0.5948,2
-0.1044,1.5231,-0.1997,2
0.3673,0.7054,0.2938,2
1.9732,-0.2800,0.6494,2
0.4466,0.5640,-0.2494,2
1.5195,2.5804,-0.4232,2
3.0393,1.6291,-1.6535,2
0.6553,0.4253,0.4819,2
0.6234,0.3077,1.0009,2
2.0406,0.8288,0.3171,2
0.9818,1.8607,-0.8255,2
1.7011,1.0123,0.3232,2
1.3421,0.1607,1.2797,2
0.8128,0.5121,-1.0271,2
0.9427,1.1807,0.0820,2
0.7750,1.2315,0.7220,2
0.5151,-0.3125,-0.1632,2
0.8571,0.5377,0.4628,2
0.9052,0.0794,1.1576,2
1.2257,0.4013,-0.5362,2
1.1218,-0.2533,0.6953,2
2.1362,0.6412,-1.3638,2
0.6249,-0.3156,-1.0129,2
1.7502,0.1288,0.5795,2
-0.7132,0.1409,-0.1335,2
0.3155,1.5964,-0.4902,2
2.5456,1.3455,-1.7296,2
2.5136,-0.9135,0.2360,2
2.4277,-0.0807,-0.8240,2
-0.0793,0.5088,-1.3212,2
0.5558,0.4203,-1.4260,2
-0.0858,2.3727,0.0653,2
1.5120,0.7673,-0.6988,2
-0.5424,0.7624,-1.2564,2
1.4202,0.2572,-0.4063,2
0.9774,0.2536,-0.2338,2
0.1197,1.0823,-0.6210,2
2.4618,0.4763,-0.3628,2
0.2788,0.5888,-1.7940,2
1.6499,0.9078,-0.6998,2
-0.7400,0.9250,-0.5255,2
1.4249,0.2585,-1.0975,2
1.1892,1.6096,0.8613,2
0.7758,-0.5879,-1.3885,2
0.8514,0.5386,0.7797,2
1.2452,1.2325,-1.1877,2
0.1178,1.4404,-1.1505,2
1.4779,0.6468,0.8015,2
2.0602,0.6596,0.1302,2
1.6669,0.9956,0.0719,2
1.7805,2.4347,-0.3836,2
0.9369,0.0452,-1.2524,2
1.9125,3.1586,0.7779,2
0.5357,2.9367,-0.4367,2
1.6615,2.4407,0.2636,2
1.8515,-0.6181,-1.0662,2
